i,time,node,event,peer,msg
3247,4393,44,recv,5,m12
3248,4394,29,recv,30,m12
3249,4413,24,recv,60,m12
3250,4413,22,recv,44,m12
3251,4424,6,recv,24,m12
3252,4428,35,recv,22,m12
3253,4429,23,recv,24,m12
3254,4430,80,recv,29,m12
3255,4431,59,recv,29,m12
3256,4435,50,recv,53,m12
3257,4440,95,recv,35,m12
3258,4441,7,recv,44,m12
3259,4442,75,recv,6,m12
3260,4443,82,recv,22,m12
3261,4443,33,recv,23,m12
3262,4446,52,recv,50,m12
3263,4446,76,recv,35,m12
3264,4446,55,recv,6,m12
3265,4446,3,recv,6,m12
3266,4453,54,recv,24,m12
3267,4455,96,recv,80,m12
3268,4455,19,recv,23,m12
3269,4456,0,recv,55,m12
3270,4458,49,recv,50,m12
3271,4459,57,recv,55,m12
3272,4459,70,recv,80,m12
3273,4460,98,recv,76,m12
3274,4466,10,recv,95,m12
3275,4467,69,recv,54,m12
3276,4469,73,recv,55,m12
3277,4471,88,recv,6,m12
3278,4471,84,recv,75,m12
3279,4472,51,recv,75,m12
3280,4472,94,recv,3,m12
3281,4474,37,recv,0,m12
3282,4475,46,recv,7,m12
3283,4476,97,recv,98,m12
3284,4478,20,recv,55,m12
3285,4479,4,recv,52,m12
3286,4479,32,recv,75,m12
3287,4480,91,recv,76,m12
3288,4480,41,recv,98,m12
3289,4481,34,recv,82,m12
3290,4481,43,recv,88,m12
3291,4482,45,recv,57,m12
3292,4484,27,recv,0,m12
3293,4484,72,recv,37,m12
3294,4486,17,recv,46,m12
3295,4488,65,recv,52,m12
3296,4491,62,recv,76,m12
3297,4495,92,recv,10,m12
3298,4497,83,recv,94,m12
3299,4499,36,recv,20,m12
3300,4500,14,recv,88,m12
3301,4500,18,recv,84,m12
3302,4502,79,recv,27,m12
3303,4508,56,recv,32,m12
3304,4513,39,recv,72,m12
3305,4515,63,recv,18,m12
3306,4521,78,recv,94,m12
3307,4521,13,recv,84,m12
3308,4523,67,recv,56,m12
3309,4523,81,recv,39,m12
3310,4526,26,recv,43,m12
3311,4527,38,recv,83,m12
3312,4528,28,recv,72,m12
3313,4529,90,recv,63,m12
3314,4529,93,recv,43,m12
3315,4539,15,recv,78,m12
3316,4542,71,recv,13,m12
3317,4545,25,recv,26,m12
3318,4548,21,recv,36,m12
3319,4550,99,recv,14,m12
3320,4551,61,recv,13,m12
3321,4552,77,recv,56,m12
3322,4553,74,recv,71,m12
3323,4553,47,recv,67,m12
3324,4555,40,recv,13,m12
3325,4562,89,recv,67,m12
3326,4563,48,recv,74,m12
3327,4565,16,recv,29,m12
3328,4567,9,recv,26,m12
3329,4573,86,recv,93,m12
3330,4576,12,recv,47,m12
3331,4577,8,recv,61,m12
3332,4580,87,recv,99,m12
3333,4584,85,recv,40,m12
3334,4584,66,recv,77,m12
3335,4587,58,recv,89,m12
3336,4592,31,recv,25,m12
3337,4596,11,recv,12,m12
3338,4611,68,recv,66,m12
3339,4616,1,recv,66,m12
3340,4617,2,recv,66,m12
3341,4618,64,recv,58,m12
3342,4620,42,recv,58,m12
3343,4641,98,recv,41,m13
3344,4654,76,recv,98,m13
3345,4657,97,recv,98,m13
3346,4672,35,recv,76,m13
3347,4685,95,recv,35,m13
3348,4687,22,recv,35,m13
3349,4687,91,recv,76,m13
3350,4698,62,recv,76,m13
3351,4707,44,recv,22,m13
3352,4711,10,recv,95,m13
3353,4717,82,recv,22,m13
3354,4722,5,recv,44,m13
3355,4738,30,recv,5,m13
3356,4739,92,recv,10,m13
3357,4755,34,recv,82,m13
3358,4755,7,recv,44,m13
3359,4758,60,recv,30,m13
3360,4767,74,recv,41,m13
3361,4769,53,recv,30,m13
3362,4771,29,recv,30,m13
3363,4777,33,recv,98,m13
3364,4778,48,recv,74,m13
3365,4778,71,recv,74,m13
3366,4786,86,recv,97,m13
3367,4789,46,recv,7,m13
3368,4789,24,recv,60,m13
3369,4791,23,recv,33,m13
3370,4799,16,recv,29,m13
3371,4799,13,recv,71,m13
3372,4800,17,recv,46,m13
3373,4801,6,recv,24,m13
3374,4806,80,recv,29,m13
3375,4808,59,recv,29,m13
3376,4812,50,recv,53,m13
3377,4817,19,recv,23,m13
3378,4818,75,recv,6,m13
3379,4823,52,recv,50,m13
3380,4823,55,recv,6,m13
3381,4823,3,recv,6,m13
3382,4829,61,recv,13,m13
3383,4830,93,recv,86,m13
3384,4830,54,recv,24,m13
3385,4832,96,recv,80,m13
3386,4832,70,recv,97,m13
3387,4833,0,recv,55,m13
3388,4833,40,recv,13,m13
3389,4834,18,recv,98,m13
3390,4835,49,recv,50,m13
3391,4835,57,recv,55,m13
3392,4836,66,recv,95,m13
3393,4837,38,recv,82,m13
3394,4844,69,recv,54,m13
3395,4845,72,recv,41,m13
3396,4846,73,recv,55,m13
3397,4848,88,recv,6,m13
3398,4848,84,recv,75,m13
3399,4849,51,recv,75,m13
3400,4849,94,recv,3,m13
3401,4849,63,recv,18,m13
3402,4850,90,recv,62,m13
3403,4851,37,recv,0,m13
3404,4851,32,recv,41,m13
3405,4854,8,recv,61,m13
3406,4855,20,recv,55,m13
3407,4856,4,recv,52,m13
3408,4858,43,recv,88,m13
3409,4859,21,recv,91,m13
3410,4859,45,recv,57,m13
3411,4861,27,recv,0,m13
3412,4862,85,recv,40,m13
3413,4862,68,recv,66,m13
3414,4863,15,recv,92,m13
3415,4865,65,recv,52,m13
3416,4867,83,recv,38,m13
3417,4867,1,recv,66,m13
3418,4868,2,recv,66,m13
3419,4868,77,recv,66,m13
3420,4874,39,recv,72,m13
3421,4876,36,recv,20,m13
3422,4877,14,recv,88,m13
3423,4879,79,recv,27,m13
3424,4880,56,recv,32,m13
3425,4881,78,recv,15,m13
3426,4884,81,recv,39,m13
3427,4888,28,recv,72,m13
3428,4895,67,recv,56,m13
3429,4902,26,recv,43,m13
3430,4921,87,recv,16,m13
3431,4922,25,recv,26,m13
3432,4925,47,recv,67,m13
3433,4926,99,recv,14,m13
3434,4934,89,recv,67,m13
3435,4943,9,recv,26,m13
3436,4948,12,recv,47,m13
3437,4959,58,recv,89,m13
3438,4968,11,recv,12,m13
3439,4969,31,recv,25,m13
3440,4989,64,recv,58,m13
3441,4992,42,recv,58,m13
3442,5003,82,recv,38,m14
3443,5022,83,recv,38,m14
3444,5033,22,recv,82,m14
3445,5041,34,recv,82,m14
3446,5048,35,recv,22,m14
3447,5053,44,recv,22,m14
3448,5060,95,recv,35,m14
3449,5066,76,recv,35,m14
3450,5068,5,recv,44,m14
3451,5079,98,recv,76,m14
3452,5082,66,recv,95,m14
3453,5085,30,recv,5,m14
3454,5086,10,recv,95,m14
3455,5096,97,recv,98,m14
3456,5096,33,recv,98,m14
3457,5099,91,recv,76,m14
3458,5100,41,recv,98,m14
3459,5101,7,recv,44,m14
3460,5104,60,recv,30,m14
3461,5109,68,recv,66,m14
3462,5110,62,recv,76,m14
3463,5111,86,recv,97,m14
3464,5111,23,recv,33,m14
3465,5113,1,recv,66,m14
3466,5115,92,recv,10,m14
3467,5115,2,recv,66,m14
3468,5115,77,recv,66,m14
3469,5115,53,recv,30,m14
3470,5116,18,recv,98,m14
3471,5117,29,recv,30,m14
3472,5121,74,recv,41,m14
3473,5126,70,recv,97,m14
3474,5128,15,recv,92,m14
3475,5128,21,recv,91,m14
3476,5130,63,recv,18,m14
3477,5131,48,recv,74,m14
3478,5131,45,recv,18,m14
3479,5132,71,recv,74,m14
3480,5133,90,recv,62,m14
3481,5135,46,recv,7,m14
3482,5136,24,recv,60,m14
3483,5137,19,recv,23,m14
3484,5145,78,recv,15,m14
3485,5145,16,recv,29,m14
3486,5146,17,recv,46,m14
3487,5147,72,recv,41,m14
3488,5147,6,recv,24,m14
3489,5149,32,recv,41,m14
3490,5153,80,recv,29,m14
3491,5153,13,recv,71,m14
3492,5153,9,recv,2,m14
3493,5154,93,recv,86,m14
3494,5154,59,recv,29,m14
3495,5158,50,recv,53,m14
3496,5161,87,recv,86,m14
3497,5165,75,recv,6,m14
3498,5166,36,recv,71,m14
3499,5169,52,recv,50,m14
3500,5169,55,recv,6,m14
3501,5169,3,recv,6,m14
3502,5171,99,recv,93,m14
3503,5173,73,recv,71,m14
3504,5176,39,recv,72,m14
3505,5176,54,recv,24,m14
3506,5178,56,recv,32,m14
3507,5178,96,recv,80,m14
3508,5180,0,recv,55,m14
3509,5181,49,recv,50,m14
3510,5182,57,recv,55,m14
3511,5182,61,recv,13,m14
3512,5183,94,recv,83,m14
3513,5186,81,recv,39,m14
3514,5187,40,recv,13,m14
3515,5190,69,recv,54,m14
3516,5190,28,recv,72,m14
3517,5193,67,recv,56,m14
3518,5194,88,recv,6,m14
3519,5195,84,recv,75,m14
3520,5195,51,recv,75,m14
3521,5197,37,recv,0,m14
3522,5201,20,recv,55,m14
3523,5202,4,recv,52,m14
3524,5205,43,recv,88,m14
3525,5207,27,recv,0,m14
3526,5208,8,recv,61,m14
3527,5212,65,recv,52,m14
3528,5216,85,recv,40,m14
3529,5223,47,recv,67,m14
3530,5223,14,recv,88,m14
3531,5225,79,recv,27,m14
3532,5231,89,recv,67,m14
3533,5245,12,recv,47,m14
3534,5249,26,recv,43,m14
3535,5257,58,recv,89,m14
3536,5266,11,recv,12,m14
3537,5268,25,recv,26,m14
3538,5287,64,recv,58,m14
3539,5289,42,recv,58,m14
3540,5315,31,recv,25,m14
3541,5356,71,recv,73,m15
3542,5367,74,recv,71,m15
3543,5377,13,recv,71,m15
3544,5388,41,recv,74,m15
3545,5390,36,recv,71,m15
3546,5406,61,recv,13,m15
3547,5408,98,recv,41,m15
3548,5411,40,recv,13,m15
3549,5422,76,recv,98,m15
3550,5425,97,recv,98,m15
3551,5425,33,recv,98,m15
3552,5432,8,recv,61,m15
3553,5434,72,recv,41,m15
3554,5436,32,recv,41,m15
3555,5440,85,recv,40,m15
3556,5440,86,recv,97,m15
3557,5440,23,recv,33,m15
3558,5440,35,recv,76,m15
3559,5445,18,recv,98,m15
3560,5453,95,recv,35,m15
3561,5455,22,recv,35,m15
3562,5455,70,recv,97,m15
3563,5455,91,recv,76,m15
3564,5459,63,recv,18,m15
3565,5460,45,recv,18,m15
3566,5463,39,recv,72,m15
3567,5465,56,recv,32,m15
3568,5466,19,recv,23,m15
3569,5466,62,recv,76,m15
3570,5468,55,recv,73,m15
3571,5474,81,recv,39,m15
3572,5474,66,recv,95,m15
3573,5475,44,recv,22,m15
3574,5478,28,recv,72,m15
3575,5478,10,recv,95,m15
3576,5479,0,recv,55,m15
3577,5480,67,recv,56,m15
3578,5481,57,recv,55,m15
3579,5482,48,recv,74,m15
3580,5483,93,recv,86,m15
3581,5484,21,recv,91,m15
3582,5485,82,recv,22,m15
3583,5488,90,recv,62,m15
3584,5490,87,recv,86,m15
3585,5490,5,recv,44,m15
3586,5490,6,recv,55,m15
3587,5496,37,recv,0,m15
3588,5496,38,recv,82,m15
3589,5500,99,recv,93,m15
3590,5500,20,recv,55,m15
3591,5501,68,recv,66,m15
3592,5502,24,recv,6,m15
3593,5506,1,recv,66,m15
3594,5506,27,recv,0,m15
3595,5506,30,recv,5,m15
3596,5507,92,recv,10,m15
3597,5507,2,recv,66,m15
3598,5507,77,recv,66,m15
3599,5508,75,recv,6,m15
3600,5510,47,recv,67,m15
3601,5512,3,recv,6,m15
3602,5519,89,recv,67,m15
3603,5520,15,recv,92,m15
3604,5522,34,recv,82,m15
3605,5523,7,recv,44,m15
3606,5523,83,recv,48,m15
3607,5524,79,recv,27,m15
3608,5526,60,recv,30,m15
3609,5533,12,recv,47,m15
3610,5537,53,recv,30,m15
3611,5538,88,recv,6,m15
3612,5538,78,recv,15,m15
3613,5538,84,recv,75,m15
3614,5538,51,recv,75,m15
3615,5538,29,recv,30,m15
3616,5543,54,recv,24,m15
3617,5544,58,recv,89,m15
3618,5546,9,recv,2,m15
3619,5548,43,recv,88,m15
3620,5549,94,recv,83,m15
3621,5553,11,recv,12,m15
3622,5556,46,recv,7,m15
3623,5556,69,recv,54,m15
3624,5566,14,recv,88,m15
3625,5567,16,recv,29,m15
3626,5567,17,recv,46,m15
3627,5574,80,recv,29,m15
3628,5575,64,recv,58,m15
3629,5576,59,recv,29,m15
3630,5577,42,recv,58,m15
3631,5579,50,recv,53,m15
3632,5591,52,recv,50,m15
3633,5592,26,recv,43,m15
3634,5599,96,recv,80,m15
3635,5603,49,recv,50,m15
3636,5611,25,recv,26,m15
3637,5623,4,recv,52,m15
3638,5633,65,recv,52,m15
3639,5658,31,recv,25,m15
3640,5675,0,recv,37,m16
3641,5686,55,recv,0,m16
3642,5698,57,recv,55,m16
3643,5703,27,recv,0,m16
3644,5703,50,recv,37,m16
3645,5708,6,recv,55,m16
3646,5708,73,recv,55,m16
3647,5714,52,recv,50,m16
3648,5718,20,recv,55,m16
3649,5719,24,recv,6,m16
3650,5721,79,recv,27,m16
3651,5723,42,recv,0,m16
3652,5725,9,recv,0,m16
3653,5725,75,recv,6,m16
3654,5727,49,recv,50,m16
3655,5730,3,recv,6,m16
3656,5750,71,recv,73,m16
3657,5755,88,recv,6,m16
3658,5755,84,recv,75,m16
3659,5755,51,recv,75,m16
3660,5760,54,recv,24,m16
3661,5760,74,recv,71,m16
3662,5765,43,recv,88,m16
3663,5771,48,recv,74,m16
3664,5771,13,recv,71,m16
3665,5774,69,recv,54,m16
3666,5774,72,recv,37,m16
3667,5781,41,recv,74,m16
3668,5784,14,recv,88,m16
3669,5784,36,recv,71,m16
3670,5789,65,recv,69,m16
3671,5800,4,recv,69,m16
3672,5800,61,recv,13,m16
3673,5802,98,recv,41,m16
3674,5802,39,recv,72,m16
3675,5805,40,recv,13,m16
3676,5809,26,recv,43,m16
3677,5812,83,recv,48,m16
3678,5813,81,recv,39,m16
3679,5815,76,recv,98,m16
3680,5817,28,recv,72,m16
3681,5819,97,recv,98,m16
3682,5819,33,recv,98,m16
3683,5826,8,recv,61,m16
3684,5828,25,recv,26,m16
3685,5830,32,recv,41,m16
3686,5833,85,recv,40,m16
3687,5833,86,recv,97,m16
3688,5833,23,recv,33,m16
3689,5834,35,recv,76,m16
3690,5837,94,recv,83,m16
3691,5838,18,recv,98,m16
3692,5846,95,recv,35,m16
3693,5848,22,recv,35,m16
3694,5849,70,recv,97,m16
3695,5849,91,recv,76,m16
3696,5853,63,recv,18,m16
3697,5854,45,recv,57,m16
3698,5859,56,recv,32,m16
3699,5859,19,recv,23,m16
3700,5860,62,recv,76,m16
3701,5868,66,recv,95,m16
3702,5868,44,recv,22,m16
3703,5872,10,recv,95,m16
3704,5874,67,recv,56,m16
3705,5875,31,recv,25,m16
3706,5877,93,recv,86,m16
3707,5878,21,recv,91,m16
3708,5878,82,recv,22,m16
3709,5882,90,recv,62,m16
3710,5883,87,recv,86,m16
3711,5884,5,recv,44,m16
3712,5887,92,recv,79,m16
3713,5890,38,recv,82,m16
3714,5892,11,recv,9,m16
3715,5894,99,recv,93,m16
3716,5895,68,recv,66,m16
3717,5895,96,recv,70,m16
3718,5899,60,recv,24,m16
3719,5899,1,recv,66,m16
3720,5900,15,recv,92,m16
3721,5900,30,recv,5,m16
3722,5901,2,recv,66,m16
3723,5901,77,recv,66,m16
3724,5904,47,recv,67,m16
3725,5906,58,recv,42,m16
3726,5913,89,recv,67,m16
3727,5913,12,recv,11,m16
3728,5916,34,recv,82,m16
3729,5917,53,recv,50,m16
3730,5917,7,recv,44,m16
3731,5917,78,recv,15,m16
3732,5932,29,recv,30,m16
3733,5937,64,recv,58,m16
3734,5950,46,recv,7,m16
3735,5961,16,recv,29,m16
3736,5961,17,recv,46,m16
3737,5968,80,recv,29,m16
3738,5969,59,recv,29,m16
3739,5980,48,recv,74,m17
3740,5980,71,recv,74,m17
3741,5990,41,recv,74,m17
3742,6001,13,recv,71,m17
3743,6011,98,recv,41,m17
3744,6015,36,recv,71,m17
3745,6021,83,recv,48,m17
3746,6021,73,recv,71,m17
3747,6025,76,recv,98,m17
3748,6028,97,recv,98,m17
3749,6028,33,recv,98,m17
3750,6031,61,recv,13,m17
3751,6035,40,recv,13,m17
3752,6039,32,recv,41,m17
3753,6043,86,recv,97,m17
3754,6043,23,recv,33,m17
3755,6043,35,recv,76,m17
3756,6044,55,recv,73,m17
3757,6046,94,recv,83,m17
3758,6047,18,recv,98,m17
3759,6055,0,recv,55,m17
3760,6055,95,recv,35,m17
3761,6056,8,recv,61,m17
3762,6057,57,recv,55,m17
3763,6057,22,recv,35,m17
3764,6058,70,recv,97,m17
3765,6058,91,recv,76,m17
3766,6062,63,recv,18,m17
3767,6064,85,recv,40,m17
3768,6066,6,recv,55,m17
3769,6068,56,recv,32,m17
3770,6069,19,recv,23,m17
3771,6069,62,recv,76,m17
3772,6072,37,recv,0,m17
3773,6076,20,recv,55,m17
3774,6077,66,recv,95,m17
3775,6078,44,recv,22,m17
3776,6078,24,recv,6,m17
3777,6080,45,recv,57,m17
3778,6081,10,recv,95,m17
3779,6082,27,recv,0,m17
3780,6082,72,recv,37,m17
3781,6083,67,recv,56,m17
3782,6084,75,recv,6,m17
3783,6086,93,recv,86,m17
3784,6087,21,recv,91,m17
3785,6087,82,recv,22,m17
3786,6088,3,recv,6,m17
3787,6092,87,recv,86,m17
3788,6093,5,recv,44,m17
3789,6099,38,recv,82,m17
3790,6100,79,recv,27,m17
3791,6102,42,recv,0,m17
3792,6103,99,recv,93,m17
3793,6104,9,recv,0,m17
3794,6104,96,recv,70,m17
3795,6108,1,recv,66,m17
3796,6109,30,recv,5,m17
3797,6109,60,recv,24,m17
3798,6110,2,recv,66,m17
3799,6110,77,recv,66,m17
3800,6111,39,recv,72,m17
3801,6113,47,recv,67,m17
3802,6113,88,recv,6,m17
3803,6114,84,recv,75,m17
3804,6114,51,recv,75,m17
3805,6117,50,recv,37,m17
3806,6119,54,recv,24,m17
3807,6121,81,recv,39,m17
3808,6124,43,recv,88,m17
3809,6126,28,recv,72,m17
3810,6126,7,recv,44,m17
3811,6127,92,recv,79,m17
3812,6128,52,recv,50,m17
3813,6128,68,recv,72,m17
3814,6129,34,recv,45,m17
3815,6132,11,recv,9,m17
3816,6132,69,recv,54,m17
3817,6135,58,recv,42,m17
3818,6140,15,recv,92,m17
3819,6140,49,recv,50,m17
3820,6141,29,recv,30,m17
3821,6142,14,recv,88,m17
3822,6147,90,recv,39,m17
3823,6147,65,recv,69,m17
3824,6152,12,recv,11,m17
3825,6156,17,recv,39,m17
3826,6158,78,recv,15,m17
3827,6159,4,recv,69,m17
3828,6160,53,recv,50,m17
3829,6165,89,recv,81,m17
3830,6166,64,recv,58,m17
3831,6168,26,recv,43,m17
3832,6170,16,recv,29,m17
3833,6177,46,recv,78,m17
3834,6179,59,recv,29,m17
3835,6185,25,recv,48,m17
3836,6191,80,recv,12,m17
3837,6232,31,recv,25,m17
3838,6279,25,recv,31,m18
3839,6319,48,recv,25,m18
3840,6329,74,recv,48,m18
3841,6340,71,recv,74,m18
3842,6350,41,recv,74,m18
3843,6361,83,recv,48,m18
3844,6361,13,recv,71,m18
3845,6371,98,recv,41,m18
3846,6375,36,recv,71,m18
3847,6381,73,recv,71,m18
3848,6385,76,recv,98,m18
3849,6386,94,recv,83,m18
3850,6388,97,recv,98,m18
3851,6388,33,recv,98,m18
3852,6391,61,recv,13,m18
3853,6395,40,recv,13,m18
3854,6399,32,recv,41,m18
3855,6402,86,recv,97,m18
3856,6402,23,recv,33,m18
3857,6403,35,recv,76,m18
3858,6404,55,recv,73,m18
3859,6407,18,recv,98,m18
3860,6414,0,recv,55,m18
3861,6415,95,recv,35,m18
3862,6416,8,recv,61,m18
3863,6417,57,recv,55,m18
3864,6417,22,recv,35,m18
3865,6418,70,recv,97,m18
3866,6418,91,recv,76,m18
3867,6422,26,recv,25,m18
3868,6422,63,recv,18,m18
3869,6424,85,recv,40,m18
3870,6426,6,recv,55,m18
3871,6428,56,recv,32,m18
3872,6429,19,recv,23,m18
3873,6429,62,recv,76,m18
3874,6432,37,recv,0,m18
3875,6436,49,recv,25,m18
3876,6436,20,recv,55,m18
3877,6437,66,recv,95,m18
3878,6438,44,recv,22,m18
3879,6438,24,recv,6,m18
3880,6440,45,recv,57,m18
3881,6441,10,recv,95,m18
3882,6442,27,recv,0,m18
3883,6442,72,recv,37,m18
3884,6443,67,recv,56,m18
3885,6444,75,recv,6,m18
3886,6446,93,recv,86,m18
3887,6447,21,recv,91,m18
3888,6447,82,recv,22,m18
3889,6448,3,recv,6,m18
3890,6452,87,recv,86,m18
3891,6453,5,recv,44,m18
3892,6459,38,recv,82,m18
3893,6460,50,recv,49,m18
3894,6460,79,recv,27,m18
3895,6461,42,recv,31,m18
3896,6461,84,recv,31,m18
3897,6463,99,recv,93,m18
3898,6464,9,recv,0,m18
3899,6464,96,recv,70,m18
3900,6466,43,recv,26,m18
3901,6468,1,recv,66,m18
3902,6469,30,recv,5,m18
3903,6469,60,recv,24,m18
3904,6470,2,recv,66,m18
3905,6470,77,recv,66,m18
3906,6471,39,recv,72,m18
3907,6471,52,recv,50,m18
3908,6473,47,recv,67,m18
3909,6473,88,recv,6,m18
3910,6474,51,recv,75,m18
3911,6479,54,recv,24,m18
3912,6481,81,recv,39,m18
3913,6482,7,recv,48,m18
3914,6486,28,recv,72,m18
3915,6487,92,recv,79,m18
3916,6488,68,recv,72,m18
3917,6489,34,recv,45,m18
3918,6492,11,recv,9,m18
3919,6492,69,recv,54,m18
3920,6494,58,recv,42,m18
3921,6500,15,recv,92,m18
3922,6501,29,recv,30,m18
3923,6502,14,recv,88,m18
3924,6502,53,recv,50,m18
3925,6507,90,recv,39,m18
3926,6507,65,recv,69,m18
3927,6512,12,recv,11,m18
3928,6516,17,recv,39,m18
3929,6518,78,recv,15,m18
3930,6519,4,recv,69,m18
3931,6524,64,recv,58,m18
3932,6525,89,recv,81,m18
3933,6530,16,recv,29,m18
3934,6537,46,recv,78,m18
3935,6539,59,recv,29,m18
3936,6550,80,recv,12,m18
3937,6563,95,recv,35,m19
3938,6565,22,recv,35,m19
3939,6569,76,recv,35,m19
3940,6582,98,recv,76,m19
3941,6585,66,recv,95,m19
3942,6585,44,recv,22,m19
3943,6589,10,recv,95,m19
3944,6595,82,recv,22,m19
3945,6599,97,recv,98,m19
3946,6599,33,recv,98,m19
3947,6600,5,recv,44,m19
3948,6602,91,recv,76,m19
3949,6603,41,recv,98,m19
3950,6613,62,recv,76,m19
3951,6614,86,recv,97,m19
3952,6614,23,recv,33,m19
3953,6616,1,recv,66,m19
3954,6617,30,recv,5,m19
3955,6618,77,recv,66,m19
3956,6619,18,recv,98,m19
3957,6624,74,recv,41,m19
3958,6629,70,recv,97,m19
3959,6631,21,recv,91,m19
3960,6633,63,recv,18,m19
3961,6634,48,recv,74,m19
3962,6635,71,recv,74,m19
3963,6640,19,recv,23,m19
3964,6649,29,recv,30,m19
3965,6652,32,recv,41,m19
3966,6656,13,recv,71,m19
3967,6657,93,recv,86,m19
3968,6660,7,recv,48,m19
3969,6663,87,recv,86,m19
3970,6669,36,recv,71,m19
3971,6674,99,recv,93,m19
3972,6674,25,recv,48,m19
3973,6675,83,recv,48,m19
3974,6676,96,recv,70,m19
3975,6676,73,recv,71,m19
3976,6677,16,recv,29,m19
3977,6680,56,recv,32,m19
3978,6685,61,recv,13,m19
3979,6690,40,recv,13,m19
3980,6693,46,recv,7,m19
3981,6693,26,recv,25,m19
3982,6695,67,recv,56,m19
3983,6698,49,recv,25,m19
3984,6699,55,recv,73,m19
3985,6701,94,recv,83,m19
3986,6703,2,recv,83,m19
3987,6705,38,recv,83,m19
3988,6709,0,recv,55,m19
3989,6711,8,recv,61,m19
3990,6711,57,recv,55,m19
3991,6718,85,recv,40,m19
3992,6721,6,recv,55,m19
3993,6721,31,recv,25,m19
3994,6722,50,recv,49,m19
3995,6726,47,recv,67,m19
3996,6726,37,recv,0,m19
3997,6731,20,recv,55,m19
3998,6732,24,recv,6,m19
3999,6733,52,recv,50,m19
4000,6735,45,recv,57,m19
4001,6736,27,recv,0,m19
4002,6737,72,recv,37,m19
4003,6737,43,recv,26,m19
4004,6738,75,recv,6,m19
4005,6743,3,recv,6,m19
4006,6750,78,recv,94,m19
4007,6750,68,recv,66,m19
4008,6755,79,recv,27,m19
4009,6759,9,recv,0,m19
4010,6759,92,recv,10,m19
4011,6762,60,recv,95,m19
4012,6764,53,recv,50,m19
4013,6765,90,recv,62,m19
4014,6765,39,recv,72,m19
4015,6766,4,recv,52,m19
4016,6768,88,recv,6,m19
4017,6769,51,recv,75,m19
4018,6769,42,recv,31,m19
4019,6769,84,recv,31,m19
4020,6772,15,recv,92,m19
4021,6773,54,recv,24,m19
4022,6776,81,recv,39,m19
4023,6780,28,recv,72,m19
4024,6781,59,recv,43,m19
4025,6783,34,recv,45,m19
4026,6786,11,recv,9,m19
4027,6787,69,recv,54,m19
4028,6797,14,recv,88,m19
4029,6802,80,recv,70,m19
4030,6802,58,recv,42,m19
4031,6802,65,recv,69,m19
4032,6806,12,recv,11,m19
4033,6811,17,recv,39,m19
4034,6827,89,recv,58,m19
4035,6832,64,recv,58,m19
4036,6847,67,recv,56,m20
4037,6861,32,recv,56,m20
4038,6878,47,recv,67,m20
4039,6910,41,recv,32,m20
4040,6931,98,recv,41,m20
4041,6931,74,recv,41,m20
4042,6941,48,recv,74,m20
4043,6942,71,recv,74,m20
4044,6944,76,recv,98,m20
4045,6947,97,recv,98,m20
4046,6948,33,recv,98,m20
4047,6962,86,recv,97,m20
4048,6962,23,recv,33,m20
4049,6962,35,recv,76,m20
4050,6963,13,recv,71,m20
4051,6967,7,recv,48,m20
4052,6967,18,recv,98,m20
4053,6975,95,recv,35,m20
4054,6976,36,recv,71,m20
4055,6977,22,recv,35,m20
4056,6977,70,recv,97,m20
4057,6978,91,recv,76,m20
4058,6981,25,recv,48,m20
4059,6982,63,recv,18,m20
4060,6982,83,recv,48,m20
4061,6983,73,recv,71,m20
4062,6988,19,recv,23,m20
4063,6989,62,recv,76,m20
4064,6992,61,recv,13,m20
4065,6997,40,recv,13,m20
4066,6997,66,recv,95,m20
4067,6997,44,recv,22,m20
4068,7000,46,recv,7,m20
4069,7000,26,recv,25,m20
4070,7001,10,recv,95,m20
4071,7005,49,recv,25,m20
4072,7005,93,recv,86,m20
4073,7006,55,recv,73,m20
4074,7006,21,recv,91,m20
4075,7007,80,recv,70,m20
4076,7007,82,recv,22,m20
4077,7008,94,recv,83,m20
4078,7010,2,recv,83,m20
4079,7011,90,recv,62,m20
4080,7012,87,recv,86,m20
4081,7012,38,recv,83,m20
4082,7012,5,recv,44,m20
4083,7013,60,recv,95,m20
4084,7016,0,recv,55,m20
4085,7018,8,recv,61,m20
4086,7018,57,recv,55,m20
4087,7022,99,recv,93,m20
4088,7023,68,recv,66,m20
4089,7024,96,recv,70,m20
4090,7025,85,recv,40,m20
4091,7028,6,recv,55,m20
4092,7028,1,recv,66,m20
4093,7028,31,recv,25,m20
4094,7029,50,recv,49,m20
4095,7029,30,recv,5,m20
4096,7029,92,recv,10,m20
4097,7030,77,recv,66,m20
4098,7030,12,recv,47,m20
4099,7033,37,recv,0,m20
4100,7038,20,recv,55,m20
4101,7039,24,recv,6,m20
4102,7040,52,recv,50,m20
4103,7042,45,recv,57,m20
4104,7042,15,recv,92,m20
4105,7043,27,recv,0,m20
4106,7043,72,recv,37,m20
4107,7044,43,recv,26,m20
4108,7045,75,recv,6,m20
4109,7049,89,recv,67,m20
4110,7050,3,recv,6,m20
4111,7050,11,recv,12,m20
4112,7057,78,recv,94,m20
4113,7057,17,recv,68,m20
4114,7061,29,recv,30,m20
4115,7062,79,recv,27,m20
4116,7065,9,recv,0,m20
4117,7071,53,recv,50,m20
4118,7072,39,recv,72,m20
4119,7073,4,recv,52,m20
4120,7074,58,recv,89,m20
